"d [mm]","Freq [GHz]","dB(S(1,1)) []"
26,3.384,-0.712595614272297
26,3.39,-0.725105812476574
26,3.396,-0.738419662444577
26,3.402,-0.752606017994689
26,3.408,-0.767741245598015
26,3.414,-0.783910204615949
26,3.42,-0.801207376178767
26,3.426,-0.819738166244323
26,3.432,-0.839620413245344
26,3.438,-0.860986136611667
26,3.444,-0.883983569561021
26,3.45,-0.908779528159978
26,3.456,-0.935562179094799
26,3.462,-0.964544281263245
26,3.468,-0.995966991690033
26,3.474,-1.03010434496575
26,3.48,-1.06726853811116
26,3.486,-1.107816180292
26,3.492,-1.15215570009462
26,3.498,-1.20075614315611
26,3.504,-1.25415764091146
26,3.51,-1.31298388808444
26,3.516,-1.37795703302083
26,3.522,-1.44991546103461
26,3.528,-1.52983503515105
26,3.534,-1.61885444679881
26,3.54,-1.71830541204877
26,3.546,-1.82974850927427
26,3.552,-1.95501545919358
26,3.558,-2.09625854046882
26,3.564,-2.25600751260955
26,3.57,-2.43723370849332
26,3.576,-2.64341956048697
26,3.582,-2.87862921639437
26,3.588,-3.1475711774678
26,3.594,-3.45563545506657
26,3.6,-3.80887275949975
28,1.2,-0.209148048959881
28,1.206,-0.210465304517903
28,1.212,-0.211786297850731
28,1.218,-0.213111099815094
28,1.224,-0.214439783687713
28,1.23,-0.2157724252627
28,1.236,-0.217109102951482
28,1.242,-0.218449897885357
28,1.248,-0.219794894020876
28,1.254,-0.221144178248171
28,1.26,-0.22249784050241
28,1.266,-0.22385597387855
28,1.272,-0.225218674749557
28,1.278,-0.226586042888264
28,1.284,-0.227958181593127
28,1.29,-0.229335197817956
28,1.296,-0.230717202305966
28,1.302,-0.232104309728274
28,1.308,-0.233496638827121
28,1.314,-0.234894312564019
28,1.32,-0.236297458273132
28,1.326,-0.237706207820096
28,1.332,-0.239120697766606
28,1.338,-0.24054106954101
28,1.344,-0.241967469615278
28,1.35,-0.243400049688611
28,1.356,-0.244838966878061
28,1.362,-0.246284383916521
28,1.368,-0.247736469358421
28,1.374,-0.249195397793577
28,1.38,-0.250661350069581
28,1.386,-0.252134513523149
28,1.392,-0.253615082220936
28,1.398,-0.255103257210289
28,1.404,-0.256599246780408
28,1.41,-0.258103266734519
28,1.416,-0.259615540673613
28,1.422,-0.26113630029232
28,1.428,-0.26266578568762
28,1.434,-0.264204245681012
28,1.44,-0.265751938154892
28,1.446,-0.267309130403871
28,1.452,-0.268876099501867
28,1.458,-0.27045313268578
28,1.464,-0.272040527756704
28,1.47,-0.273638593499553
28,1.476,-0.275247650122186
28,1.482,-0.276868029715069
28,1.488,-0.278500076732618
28,1.494,-0.280144148497439
28,1.5,-0.281800615728717
28,1.506,-0.283469863096167
28,1.512,-0.285152289800986
28,1.518,-0.286848310185322
28,1.524,-0.28855835437189
28,1.53,-0.290282868935592
28,1.536,-0.292022317608844
28,1.542,-0.293777182022721
28,1.548,-0.295547962485969
28,1.554,-0.29733517880416
28,1.56,-0.299139371141401
28,1.566,-0.300961100927153
28,1.572,-0.302800951810909
28,1.578,-0.304659530667675
28,1.584,-0.30653746865736
28,1.59,-0.30843542234145
28,1.596,-0.310354074860569
28,1.602,-0.312294137176682
28,1.608,-0.314256349384217
28,1.614,-0.316241482094301
28,1.62,-0.318250337897046
28,1.626,-0.320283752906805
28,1.632,-0.322342598395938
28,1.638,-0.324427782522875
28,1.644,-0.326540252160816
28,1.65,-0.328680994833767
28,1.656,-0.33085104076727
28,1.662,-0.333051465061553
28,1.668,-0.335283389995617
28,1.674,-0.337547987471333
28,1.68,-0.339846481607314
28,1.686,-0.342180151493209
28,1.692,-0.344550334115812
28,1.698,-0.346958427469297
28,1.704,-0.349405893863058
28,1.71,-0.351894263441431
28,1.716,-0.354425137931105
28,1.722,-0.357000194633079
28,1.728,-0.359621190677558
28,1.734,-0.362289967561789
28,1.74,-0.365008455992419
28,1.746,-0.36777868105596
28,1.752,-0.370602767742961
28,1.758,-0.373482946853673
28,1.764,-0.37642156131565
28,1.77,-0.379421072946252
28,1.776,-0.38248406969618
28,1.782,-0.385613273413405
28,1.788,-0.388811548170557
28,1.794,-0.392081909202773
28,1.8,-0.395427532507599
28,1.806,-0.398851765163315
28,1.812,-0.4023581364276
28,1.818,-0.405950369684446
28,1.824,-0.409632395313963
28,1.83,-0.413408364567035
28,1.836,-0.417282664535247
28,1.842,-0.421259934315465
28,1.848,-0.425345082478873
28,1.854,-0.429543305965538
28,1.86,-0.433860110538426
28,1.866,-0.438301332944921
28,1.872,-0.44287316494995
28,1.878,-0.447582179422501
28,1.884,-0.452435358677474
28,1.89,-0.457440125297232
28,1.896,-0.4626043756824
28,1.902,-0.467936516610079
28,1.908,-0.473445505109543
28,1.914,-0.479140892001839
28,1.92,-0.485032869490506
28,1.926,-0.491132323237118
28,1.932,-0.497450889407762
28,1.938,-0.504001017236269
28,1.944,-0.510796037717899
28,1.95,-0.517850239124247
28,1.956,-0.5251789501185
28,1.962,-0.532798631350602
28,1.968,-0.54072697652717
28,1.974,-0.548983024083109
28,1.98,-0.557587280733284
28,1.986,-0.566561858357184
28,1.992,-0.575930625870313
28,1.998,-0.585719377967973
28,2.004,-0.595956022895465
28,2.01,-0.606670791709419
28,2.016,-0.617896471855872
28,2.022,-0.629668668310544
28,2.028,-0.642026096015962
28,2.034,-0.655010907921815
28,2.04,-0.66866906360377
28,2.046,-0.683050744221087
28,2.052,-0.698210820495952
28,2.058,-0.714209381484987
28,2.064,-0.731112333197656
28,2.07,-0.748992077636771
28,2.076,-0.767928284640897
28,2.082,-0.788008771055165
28,2.088,-0.809330504317462
28,2.094,-0.832000750608767
28,2.1,-0.856138391387001
28,2.106,-0.88187543653645
28,2.112,-0.909358767683851
28,2.118,-0.938752151661902
28,2.124,-0.970238571895273
28,2.13,-1.00402293496043
28,2.136,-1.04033522112638
28,2.142,-1.07943416181809
28,2.148,-1.1216115442882
28,2.154,-1.16719726513347
28,2.16,-1.21656528066432
28,2.166,-1.27014063482515
28,2.172,-1.32840778603021
28,2.178,-1.39192050507373
28,2.184,-1.46131367997787
28,2.19,-1.53731744391089
28,2.196,-1.62077414395965
28,2.202,-1.71265879801717
28,2.208,-1.81410385305952
28,2.214,-1.92642927261562
28,2.22,-2.05117926104835
28,2.226,-2.19016730135881
28,2.232,-2.34553167677265
28,2.238,-2.51980431734413
28,2.244,-2.71599674332533
28,2.25,-2.93770819816256
28,2.256,-3.18926299120073
28,2.262,-3.47588696821632
28,2.268,-3.80393753165435
28,2.274,-4.18120887822856
28,2.28,-4.61734620151433
28,2.286,-5.12442349162223
28,2.292,-5.71777704737307
28,2.298,-6.41725681525752
28,2.304,-7.24919422988079
28,2.31,-8.24966520245658
28,2.316,-9.47023428384919
28,2.322,-10.9887656911589
28,2.328,-12.9312591759453
28,2.334,-15.5180926878543
28,2.34,-19.1417960880612
28,2.346,-23.8716366895554
28,2.352,-23.6994539043649
28,2.358,-18.9616917676131
28,2.364,-15.3784084951838
28,2.37,-12.8140867906579
28,2.376,-10.8837652352862
28,2.382,-9.37218371707695
28,2.388,-8.15590996557222
28,2.394,-7.15841126562778
28,2.4,-6.32884148426993
28,2.406,-5.63151771028576
28,2.412,-5.04031919370725
28,2.418,-4.53550130004553
28,2.424,-4.10177166123069
28,2.43,-3.72706502899253
28,2.436,-3.40172568079554
28,2.442,-3.11793932224792
28,2.448,-2.86932471929561
28,2.454,-2.65063186082425
28,2.46,-2.45751380778392
28,2.466,-2.28635114117846
28,2.472,-2.13411496109729
28,2.478,-1.99825875886275
28,2.484,-1.87663229465528
28,2.49,-1.76741248268631
28,2.496,-1.66904756965754
28,2.502,-1.58021179864608
28,2.508,-1.49976840625133
28,2.514,-1.42673928490806
28,2.52,-1.3602800056567
28,2.526,-1.29965917318896
28,2.532,-1.24424129775337
28,2.538,-1.19347253369725
28,2.544,-1.14686876363798
28,2.55,-1.10400560897022
28,2.556,-1.06451002791514
28,2.562,-1.0280532263326
28,2.568,-0.994344657640814
28,2.574,-0.963126929178581
28,2.58,-0.934171465331364
28,2.586,-0.907274804379564
28,2.592,-0.882255427609395
28,2.598,-0.858951036768916
28,2.604,-0.837216210254571
28,2.61,-0.81692038011071
28,2.616,-0.797946081519003
28,2.622,-0.780187434347021
28,2.628,-0.763548822836267
28,2.634,-0.747943744896097
28,2.64,-0.733293806937815
28,2.646,-0.719527843899527
28,2.652,-0.706581147211141
28,2.658,-0.694394786040276
28,2.664,-0.682915009331504
28,2.67,-0.672092717976443
28,2.676,-0.661882997989683
28,2.682,-0.652244706863354
28,2.688,-0.643140106372104
28,2.694,-0.634534536031862
28,2.7,-0.626396122208455
28,2.706,-0.618695518547055
28,2.712,-0.6114056739702
28,2.718,-0.604501624985283
28,2.724,-0.597960309465644
28,2.73,-0.59176039943283
28,2.736,-0.585882150680575
28,2.742,-0.580307267351093
28,2.748,-0.575018779807482
28,2.754,-0.57000093434828
28,2.76,-0.565239093485314
28,2.766,-0.560719645658355
28,2.772,-0.556429923392741
28,2.778,-0.552358129021665
28,2.784,-0.548493267195965
28,2.79,-0.544825083492383
28,2.796,-0.541344008509105
28,2.802,-0.538041106904908
28,2.808,-0.534908030898439
28,2.814,-0.531936977796411
28,2.82,-0.529120651166251
28,2.826,-0.526452225309384
28,2.832,-0.523925312727837
28,2.838,-0.521533934308828
28,2.844,-0.519272491980486
28,2.85,-0.517135743617217
28,2.856,-0.51511877999559
28,2.862,-0.513217003621817
28,2.868,-0.511426109269645
28,2.874,-0.509742066083556
28,2.88,-0.508161101116296
28,2.886,-0.506679684182781
28,2.892,-0.505294513923671
28,2.898,-0.504002504982364
28,2.904,-0.502800776208435
28,2.91,-0.501686639808775
28,2.916,-0.500657591375491
28,2.922,-0.499711300726159
28,2.928,-0.498845603498498
28,2.934,-0.498058493446916
28,2.94,-0.497348115393702
28,2.946,-0.496712758792121
28,2.952,-0.496150851863108
28,2.958,-0.495660956271058
28,2.964,-0.495241762307847
28,2.97,-0.494892084557598
28,2.976,-0.494610858017728
28,2.982,-0.49439713465471
28,2.988,-0.494250080375752
28,2.994,-0.49416897239997
28,3,-0.49415319701521
28,3.006,-0.494202247708816
28,3.012,-0.49431572366297
28,3.018,-0.494493328607161
28,3.024,-0.494734870022637
28,3.03,-0.495040258695544
28,3.036,-0.495409508617458
28,3.042,-0.495842737234235
28,3.048,-0.496340166045821
28,3.054,-0.49690212156195
28,3.06,-0.497529036620665
28,3.066,-0.498221452078788
28,3.072,-0.49898001888572
28,3.078,-0.499805500554366
28,3.084,-0.500698776045426
28,3.09,-0.501660843084039
28,3.096,-0.502692821930588
28,3.102,-0.503795959630442
28,3.108,-0.504971634770965
28,3.114,-0.506221362777424
28,3.12,-0.507546801783595
28,3.126,-0.508949759116914
28,3.132,-0.510432198442922
28,3.138,-0.51199624761875
28,3.144,-0.513644207311144
28,3.15,-0.515378560440762
28,3.156,-0.517201982521547
28,3.162,-0.519117352971503
28,3.168,-0.521127767479967
28,3.174,-0.523236551525994
28,3.18,-0.525447275153085
28,3.186,-0.527763769117475
28,3.192,-0.530190142540674
28,3.198,-0.532730802211682
28,3.204,-0.535390473701544
28,3.21,-0.538174224471514
28,3.216,-0.541087489177731
28,3.222,-0.544136097399239
28,3.228,-0.547326304043701
28,3.234,-0.550664822715708
28,3.24,-0.554158862367966
28,3.246,-0.557816167594983
28,3.252,-0.561645062974568
28,3.258,-0.565654501913467
28,3.264,-0.569854120512615
28,3.27,-0.574254297034449
28,3.276,-0.578866217631623
28,3.282,-0.583701949084706
28,3.288,-0.588774519397487
28,3.294,-0.594098007215284
28,3.3,-0.599687641165615
28,3.306,-0.605559910375841
28,3.312,-0.611732687601501
28,3.318,-0.618225366607108
28,3.324,-0.625059015682225
28,3.33,-0.632256549456571
28,3.336,-0.639842921504867
28,3.342,-0.647845340614543
28,3.348,-0.656293514036419
28,3.354,-0.665219921563115
28,3.36,-0.674660124896208
28,3.366,-0.684653117489084
28,3.372,-0.695241720908961
28,3.378,-0.706473034774847
28,3.384,-0.718398948529049
28,3.39,-0.731076724726461
28,3.396,-0.744569665224312
28,3.402,-0.758947873681493
28,3.408,-0.774289130199834
28,3.414,-0.790679896843558
28,3.42,-0.808216476260563
28,3.426,-0.827006349825881
28,3.432,-0.847169726788508
28,3.438,-0.868841342016495
28,3.444,-0.892172547334788
28,3.45,-0.917333750419843
28,3.456,-0.94451726610223
28,3.462,-0.973940658157475
28,3.468,-1.00585066575029
28,3.474,-1.04052782825717
28,3.48,-1.07829194596637
28,3.486,-1.1195085430081
28,3.492,-1.16459653380025
28,3.498,-1.21403733640836
28,3.504,-1.26838572667099
28,3.51,-1.32828278681388
28,3.516,-1.39447137233244
28,3.522,-1.4678146011622
28,3.528,-1.5493179580271
28,3.534,-1.64015569987946
28,3.54,-1.74170233577676
28,3.546,-1.85557001738101
28,3.552,-1.98365267950488
28,3.558,-2.1281776512656
28,3.564,-2.29176510787082
28,3.57,-2.47749496043933
28,3.576,-2.68897925639434
28,3.582,-2.93043531138951
28,3.588,-3.20674960801025
28,3.594,-3.52351319067572
28,3.6,-3.88699265971828
30,1.2,-0.20798201794515
30,1.206,-0.209316014980486
30,1.212,-0.210653628536024
30,1.218,-0.211994939557121
30,1.224,-0.21334003127937
30,1.23,-0.214688989332268
30,1.236,-0.216041901845347
30,1.242,-0.217398859556842
30,1.248,-0.218759955925133
30,1.254,-0.220125287243039
30,1.26,-0.221494952755201
30,1.266,-0.222869054778747
30,1.272,-0.22424769882732
30,1.278,-0.225630993738811
30,1.284,-0.227019051806864
30,1.29,-0.22841198891645
30,1.296,-0.22980992468369
30,1.302,-0.231212982600164
30,1.308,-0.232621290181957
30,1.314,-0.234034979123665
30,1.32,-0.235454185457654
30,1.326,-0.236879049718837
30,1.332,-0.238309717115235
30,1.338,-0.239746337704645
30,1.344,-0.241189066577754
30,1.35,-0.242638064047968
30,1.356,-0.244093495848376
30,1.362,-0.245555533336163
30,1.368,-0.247024353704886
30,1.374,-0.248500140205025
30,1.38,-0.249983082373207
30,1.386,-0.251473376270592
30,1.392,-0.252971224730859
30,1.398,-0.254476837618344
30,1.404,-0.255990432096785
30,1.41,-0.257512232909307
30,1.416,-0.259042472670212
30,1.422,-0.260581392169147
30,1.428,-0.262129240688418
30,1.434,-0.263686276333998
30,1.44,-0.265252766381116
30,1.446,-0.266828987635123
30,1.452,-0.268415226808432
30,1.458,-0.270011780914496
30,1.464,-0.271618957679686
30,1.47,-0.273237075974041
30,1.476,-0.274866466261987
30,1.482,-0.276507471074095
30,1.488,-0.278160445501
30,1.494,-0.279825757710849
30,1.5,-0.281503789491469
30,1.506,-0.283194936818741
30,1.512,-0.284899610452623
30,1.518,-0.286618236562488
30,1.524,-0.288351257383335
30,1.53,-0.290099131904809
30,1.536,-0.291862336594878
30,1.542,-0.293641366160187
30,1.548,-0.295436734345329
30,1.554,-0.297248974773316
30,1.56,-0.299078641829716
30,1.566,-0.300926311593142
30,1.572,-0.30279258281488
30,1.578,-0.30467807795068
30,1.584,-0.306583444247996
30,1.59,-0.308509354892015
30,1.596,-0.310456510214264
30,1.602,-0.312425638967749
30,1.608,-0.314417499672801
30,1.614,-0.316432882038213
30,1.62,-0.318472608462588
30,1.626,-0.320537535621008
30,1.632,-0.322628556142787
30,1.638,-0.324746600386208
30,1.644,-0.326892638316809
30,1.65,-0.32906768149619
30,1.656,-0.331272785188777
30,1.662,-0.333509050594716
30,1.668,-0.335777627217536
30,1.674,-0.338079715375995
30,1.68,-0.340416568870215
30,1.686,-0.342789497813105
30,1.692,-0.345199871638732
30,1.698,-0.347649122300575
30,1.704,-0.35013874767333
30,1.71,-0.352670315173261
30,1.716,-0.355245465613253
30,1.722,-0.357865917310104
30,1.728,-0.360533470463066
30,1.734,-0.363250011824269
30,1.74,-0.366017519683413
30,1.746,-0.368838069191134
30,1.752,-0.37171383804748
30,1.758,-0.374647112584378
30,1.764,-0.377640294273489
30,1.77,-0.380695906693708
30,1.776,-0.383816602995679
30,1.782,-0.387005173904159
30,1.788,-0.390264556302824
30,1.794,-0.393597842450322
30,1.8,-0.397008289881002
30,1.806,-0.400499332048902
30,1.812,-0.404074589779137
30,1.818,-0.407737883597292
30,1.824,-0.411493247014217
30,1.83,-0.415344940851464
30,1.836,-0.419297468701187
30,1.842,-0.423355593623921
30,1.848,-0.427524356198271
30,1.854,-0.431809094048509
30,1.86,-0.436215462989339
30,1.866,-0.440749459941927
30,1.872,-0.445417447792004
30,1.878,-0.450226182379346
30,1.884,-0.455182841829005
30,1.89,-0.460295058458048
30,1.896,-0.465570953518019
30,1.902,-0.471019175063127
30,1.908,-0.476648939267694
30,1.914,-0.482470075554356
30,1.92,-0.488493075937314
30,1.926,-0.494729149033637
30,1.932,-0.501190279250496
30,1.938,-0.507889291719035
30,1.944,-0.514839923616494
30,1.95,-0.522056902599504
30,1.956,-0.529556033163987
30,1.962,-0.537354291852738
30,1.968,-0.545469932353112
30,1.974,-0.553922601665979
30,1.98,-0.56273346868669
30,1.986,-0.571925366722544
30,1.992,-0.581522951682856
30,1.998,-0.591552877922272
30,2.004,-0.602043994000994
30,2.01,-0.613027560953658
30,2.016,-0.624537496039602
30,2.022,-0.63661064539103
30,2.028,-0.649287089492885
30,2.034,-0.662610486033046
30,2.04,-0.676628455369854
30,2.046,-0.6913930146955
30,2.052,-0.706961067952037
30,2.058,-0.72339495971052
30,2.064,-0.740763102587107
30,2.07,-0.759140689385325
30,2.076,-0.778610503072101
30,2.082,-0.799263839979194
30,2.088,-0.821201564347703
30,2.094,-0.844535315595625
30,2.1,-0.869388893602615
30,2.106,-0.895899852015202
30,2.112,-0.924221335256534
30,2.118,-0.954524201797471
30,2.124,-0.986999484584409
30,2.13,-1.02186124966548
30,2.136,-1.05934992644099
30,2.142,-1.09973619812532
30,2.148,-1.14332555962902
30,2.154,-1.19046367301549
30,2.16,-1.2415426790584
30,2.166,-1.29700865863146
30,2.172,-1.35737048151215
30,2.178,-1.42321033501924
30,2.184,-1.49519629377977
30,2.19,-1.57409737884396
30,2.196,-1.66080166464921
30,2.202,-1.75633813310908
30,2.208,-1.86190315507336
30,2.214,-1.97889271399672
30,2.22,-2.10894179381449
30,2.226,-2.25397276009762
30,2.232,-2.41625511103003
30,2.238,-2.59847972421758
30,2.244,-2.80385177329113
30,2.25,-3.03620799035146
30,2.256,-3.30016616503849
30,2.262,-3.6013181401374
30,2.268,-3.94648286329512
30,2.274,-4.34404468654052
30,2.28,-4.804416675977
30,2.286,-5.34069420158238
30,2.292,-5.96961045494527
30,2.298,-6.7129933697376
30,2.304,-7.60009745546896
30,2.31,-8.67154720230122
30,2.316,-9.98643159561625
30,2.322,-11.6359685033823
30,2.328,-13.7716369546121
30,2.334,-16.6634711960587
30,2.34,-20.7452138220804
30,2.346,-24.8811151519147
30,2.352,-21.9762114449573
30,2.358,-17.5519614642356
30,2.364,-14.3920246347642
30,2.37,-12.0870174428979
30,2.376,-10.3234187206128
30,2.382,-8.92681883399303
30,2.388,-7.79423454942959
30,2.394,-6.86006820109416
30,2.4,-6.07979215744034
30,2.406,-5.42163492160859
30,2.412,-4.86204232511688
30,2.418,-4.38303694578225
30,2.424,-3.97059166311206
30,2.43,-3.61357570615974
30,2.436,-3.30304062540591
30,2.442,-3.03171778058011
30,2.448,-2.79365327224718
30,2.454,-2.58393576972812
30,2.46,-2.39848934641999
30,2.466,-2.23391317963649
30,2.472,-2.08735588228968
30,2.478,-1.95641594794928
30,2.484,-1.83906220792717
30,2.49,-1.73356982507833
30,2.496,-1.63846847664279
30,2.502,-1.55250018171343
30,2.508,-1.47458481439087
30,2.514,-1.4037917786573
30,2.52,-1.33931664925581
30,2.526,-1.28046183375106
30,2.532,-1.22662050469754
30,2.538,-1.17726320173793
30,2.544,-1.13192662180457
30,2.55,-1.09020420897694
30,2.556,-1.05173822960707
30,2.562,-1.01621307732992
30,2.568,-0.983349599781931
30,2.574,-0.952900276762407
30,2.58,-0.924645110127957
30,2.586,-0.898388110421334
30,2.592,-0.873954285285356
30,2.598,-0.851187051031789
30,2.604,-0.829946002057542
30,2.61,-0.810104983710474
30,2.616,-0.791550423166414
30,2.622,-0.77417988025814
30,2.628,-0.757900786291512
30,2.634,-0.742629343931542
30,2.64,-0.728289565432622
30,2.646,-0.714812429977278
30,2.652,-0.702135143801432
30,2.658,-0.690200489222665
30,2.664,-0.678956250733974
30,2.67,-0.668354708046682
30,2.676,-0.658352187416974
30,2.682,-0.648908663817207
30,2.688,-0.639987407551692
30,2.694,-0.631554669799061
30,2.7,-0.62357940231363
30,2.706,-0.616033007158405
30,2.712,-0.608889112889424
30,2.718,-0.602123374079598
30,2.724,-0.595713291472226
30,2.73,-0.58963805040024
30,2.736,-0.583878375404894
30,2.742,-0.578416399244973
30,2.748,-0.573235544709844
30,2.754,-0.568320417842464
30,2.76,-0.563656711345725
30,2.766,-0.559231117090951
30,2.772,-0.55503124677411
30,2.778,-0.551045559875867
30,2.784,-0.547263298178315
30,2.79,-0.54367442617567
30,2.796,-0.540269576790567
30,2.802,-0.537040001872748
30,2.808,-0.533977527014114
30,2.814,-0.531074510264795
30,2.82,-0.528323804379313
30,2.826,-0.525718722261312
30,2.832,-0.523253005310242
30,2.838,-0.520920794404104
30,2.844,-0.518716603279919
30,2.85,-0.516635294097837
30,2.856,-0.514672054996403
30,2.862,-0.512822379466064
30,2.868,-0.511082047384851
30,2.874,-0.509447107575914
30,2.88,-0.507913861760171
30,2.886,-0.50647884978974
30,2.892,-0.505138836058937
30,2.898,-0.50389079699949
30,2.904,-0.50273190957577
30,2.91,-0.50165954070369
30,2.916,-0.500671237524485
30,2.922,-0.499764718470996
30,2.928,-0.498937865070193
30,2.934,-0.498188714431076
30,2.94,-0.497515452372108
30,2.946,-0.496916407146777
30,2.952,-0.49639004373008
30,2.958,-0.495934958632599
30,2.964,-0.495549875212154
30,2.97,-0.495233639456551
30,2.976,-0.494985216213569
30,2.982,-0.494803685847556
30,2.988,-0.494688241304302
30,2.994,-0.494638185568447
30,3,-0.494652929500167
30,3.006,-0.494731990039788
30,3.012,-0.494874988771538
30,3.018,-0.495081650839344
30,3.024,-0.495351804209904
30,3.03,-0.495685379280024
30,3.036,-0.496082408827439
30,3.042,-0.496543028306057
30,3.048,-0.49706747648869
30,3.054,-0.497656096462479
30,3.06,-0.498309336984016
30,3.066,-0.499027754203615
30,3.072,-0.499812013770318
30,3.078,-0.500662893331426
30,3.084,-0.501581285443236
30,3.09,-0.502568200911864
30,3.096,-0.503624772586244
30,3.102,-0.504752259628229
30,3.108,-0.50595205228811
30,3.114,-0.507225677217513
30,3.12,-0.508574803355378
30,3.126,-0.51000124842718
30,3.132,-0.511506986102121
30,3.138,-0.513094153858222
30,3.144,-0.514765061610907
30,3.15,-0.516522201167003
30,3.156,-0.518368256572971
30,3.162,-0.520306115433994
30,3.168,-0.522338881289102
30,3.174,-0.524469887137051
30,3.18,-0.526702710218567
30,3.186,-0.529041188172251
30,3.192,-0.531489436695095
30,3.198,-0.534051868853496
30,3.204,-0.536733216207513
30,3.21,-0.539538551930265
30,3.216,-0.542473316125667
30,3.222,-0.545543343571981
30,3.228,-0.548754894146096
30,3.234,-0.552114686214192
30,3.24,-0.55562993330986
30,3.246,-0.55930838446052
30,3.252,-0.563158368568305
30,3.258,-0.567188843303461
30,3.264,-0.571409449027202
30,3.27,-0.575830568328484
30,3.276,-0.580463391836317
30,3.282,-0.585319991058016
30,3.288,-0.590413399095197
30,3.294,-0.59575770020675
30,3.3,-0.601368129322839
30,3.306,-0.607261182769915
30,3.312,-0.613454741647038
30,3.318,-0.619968209503031
30,3.324,-0.626822666206592
30,3.33,-0.634041040184274
30,3.336,-0.641648301530447
30,3.342,-0.649671678878382
30,3.348,-0.658140903371917
30,3.354,-0.667088483605865
30,3.36,-0.676550016024246
30,3.366,-0.686564535997505
30,3.372,-0.697174915663445
30,3.378,-0.708428315639019
30,3.384,-0.720376698921668
30,3.39,-0.733077416739222
30,3.396,-0.746593877822237
30,3.402,-0.76099631461988
30,3.408,-0.776362662429153
30,3.414,-0.792779570342768
30,3.42,-0.810343566448167
30,3.426,-0.829162403956027
30,3.432,-0.849356620059244
30,3.438,-0.871061345514536
30,3.444,-0.894428410435389
30,3.45,-0.919628800876955
30,3.456,-0.946855531834302
30,3.462,-0.976327015698345
30,3.468,-1.00829102154315
30,3.474,-1.04302934048591
30,3.48,-1.08086329652298
30,3.486,-1.12216027158688
30,3.492,-1.16734144911183
30,3.498,-1.21689102326952
30,3.504,-1.27136717242871
30,3.51,-1.33141515641015
30,3.516,-1.39778296853577
30,3.522,-1.47134005530564
30,3.528,-1.55309970717061
30,3.534,-1.64424581867956
30,3.54,-1.74616480519195
30,3.546,-1.86048352669819
30,3.552,-1.98911407080802
30,3.558,-2.13430612182045
30,3.564,-2.29870727716221
30,3.57,-2.48543086833425
30,3.576,-2.69812925695235
30,3.582,-2.94106760832766
30,3.588,-3.2191877430568
30,3.594,-3.53814196347534
30,3.6,-3.90425939596896
32,1.2,-0.207007843196015
32,1.206,-0.20834179965595
32,1.212,-0.209679849197179
32,1.218,-0.211022065368913
32,1.224,-0.212368524267181
32,1.23,-0.213719304634343
32,1.236,-0.215074487961249
32,1.242,-0.216434158592241
32,1.248,-0.21779840383311
32,1.254,-0.219167314062182
32,1.26,-0.220540982844706
32,1.266,-0.22191950705073
32,1.272,-0.223302986976622
32,1.278,-0.224691526470449
32,1.284,-0.226085233061401
32,1.29,-0.227484218093471
32,1.296,-0.228888596863621
32,1.302,-0.23029848876464
32,1.308,-0.231714017432965
32,1.314,-0.233135310901657
32,1.32,-0.234562501758879
32,1.326,-0.235995727312079
32,1.332,-0.237435129758206
32,1.338,-0.238880856360234
32,1.344,-0.240333059630358
32,1.35,-0.241791897520137
32,1.356,-0.243257533618006
32,1.362,-0.244730137354458
32,1.368,-0.246209884215336
32,1.374,-0.247696955963659
32,1.38,-0.24919154087032
32,1.386,-0.250693833954265
32,1.392,-0.252204037232484
32,1.398,-0.253722359980432
32,1.404,-0.25524901900337
32,1.41,-0.256784238919184
32,1.416,-0.258328252453311
32,1.422,-0.259881300746389
32,1.428,-0.2614436336753
32,1.434,-0.263015510188322
32,1.44,-0.264597198655118
32,1.446,-0.266188977232402
32,1.452,-0.267791134246034
32,1.458,-0.269403968590566
32,1.464,-0.271027790147032
32,1.47,-0.272662920220098
32,1.476,-0.274309691995586
32,1.482,-0.275968451019465
32,1.488,-0.277639555699579
32,1.494,-0.279323377831319
32,1.5,-0.281020303148596
32,1.506,-0.282730731901588
32,1.512,-0.284455079462702
32,1.518,-0.286193776962476
32,1.524,-0.287947271957051
32,1.53,-0.289716029129096
32,1.536,-0.291500531024152
32,1.542,-0.293301278824433
32,1.548,-0.295118793162345
32,1.554,-0.296953614976084
32,1.56,-0.298806306409825
32,1.566,-0.30067745176125
32,1.572,-0.302567658479214
32,1.578,-0.304477558214739
32,1.584,-0.306407807928536
32,1.59,-0.308359091058652
32,1.596,-0.310332118751979
32,1.602,-0.312327631163671
32,1.608,-0.314346398828821
32,1.614,-0.316389224111028
32,1.62,-0.318456942732827
32,1.626,-0.320550425393334
32,1.632,-0.322670579478853
32,1.638,-0.324818350872604
32,1.644,-0.326994725870213
32,1.65,-0.329200733208037
32,1.656,-0.331437446212122
32,1.662,-0.333705985075901
32,1.668,-0.336007519275652
32,1.674,-0.338343270133279
32,1.68,-0.340714513536749
32,1.686,-0.343122582829422
32,1.692,-0.345568871880268
32,1.698,-0.348054838348121
32,1.704,-0.350582007154015
32,1.71,-0.353151974176942
32,1.716,-0.355766410189519
32,1.722,-0.358427065051591
32,1.728,-0.361135772181155
32,1.734,-0.36389445332378
32,1.74,-0.366705123643434
32,1.746,-0.369569897159687
